name,company,image,for_gender,main accords,top notes,middle notes,base notes
Acaciosa  Caron,Caron,https://fimgs.net/mdimg/perfume/375x500.7423.jpg,for women,"{'white floral': 100.0, 'sweet': 62.2848, 'woody': 53.6727, 'rose': 50.0455, 'yellow floral': 49.9394, 'powdery': 49.5364, 'floral': 46.397, 'amber': 44.8485, 'fresh': 44.0424}","['Jasmine', 'Orange Blossom', 'Ylang-Ylang', 'Rose', 'Lily-of-the-Valley']","['Jasmine', 'Orange Blossom', 'Sandalwood', 'Pineapple']","['Amber', 'Vanilla', 'Musk']"
Panama  Panama 1924,Panama 1924,https://fimgs.net/mdimg/perfume/375x500.17039.jpg,for men,"{'lavender': 100.0, 'aromatic': 81.625, 'citrus': 80.0208, 'tobacco': 70.8333, 'fresh spicy': 68.7917, 'sweet': 55.375, 'warm spicy': 52.1667, 'woody': 50.4167, 'herbal': 48.375, 'cinnamon': 47.5}","['Lavender', 'Mandarin Orange', 'Lemon', 'Mint']","['Chinese Cinnamon Wood', 'Rose', 'Red Thyme', 'Cumin', 'Coriander']",['Sandalwood']
Acaciosa Parfum  Caron,Caron,https://fimgs.net/mdimg/perfume/375x500.34539.jpg,for women,"{'white floral': 100.0, 'amber': 62.9412, 'rose': 58.8235, 'sweet': 57.5882, 'floral': 51.0, 'woody': 48.9412, 'powdery': 47.2941, 'yellow floral': 46.4706, 'fruity': 44.8235, 'animalic': 44.4118}","['Jasmine', 'Rose', 'Orange Blossom', 'Ylang-Ylang', 'Lily-of-the-Valley']","['Jasmine', 'Pineapple', 'Sandalwood']","['Amber', 'Musk', 'Vanilla']"
Panama Millesime  Panama 1924,Panama 1924,https://fimgs.net/mdimg/perfume/375x500.11903.jpg,for men,"{'aromatic': 100.0, 'warm spicy': 90.6667, 'woody': 83.9123, 'musky': 72.4912, 'green': 63.8947, 'earthy': 50.6316, 'floral': 47.9298, 'rum': 46.7018, 'powdery': 45.8421}","['Saffron', 'Rum', 'Rhuburb', 'Tea', 'Amalfi Lemon']","['Cardamom', 'Coriander', 'Jasmine', 'Cinnamon']","['Vetiver', 'Virginia Cedar', 'Ambrette (Musk Mallow)', 'Musk']"
Blue Escapade 24  Krigler,Krigler,https://fimgs.net/mdimg/perfume/375x500.42356.jpg,for women and men,"{'woody': 100.0, 'citrus': 86.0, 'fresh spicy': 75.85, 'aromatic': 66.75, 'sweet': 63.6, 'fruity': 58.0, 'earthy': 51.0, 'yellow floral': 47.5}",[],"['Fig', 'Vetiver', 'Grapefruit', 'Pepper', 'Cedar', 'Orange', 'Ylang-Ylang']",[]
Gardenia Isabey Isabey,Isabey,https://fimgs.net/mdimg/perfume/375x500.50656.jpg,for women,"{'white floral': 100.0, 'lactonic': 58.0, 'animalic': 44.0}",[],['Gardenia'],[]
For Her Narciso Rodriguez Narciso Rodriguez,Narciso Rodriguez,https://fimgs.net/mdimg/perfume/375x500.209.jpg,for women,"{'musky': 100.0, 'powdery': 74.1453, 'white floral': 69.8903, 'floral': 66.2722, 'citrus': 66.0211, 'fruity': 60.0985, 'woody': 53.4901, 'animalic': 53.0348, 'amber': 52.7837, 'aromatic': 51.9837}","['African Orange flower', 'Osmanthus', 'Bergamot']","['Musk', 'Amber']","['Vetiver', 'Vanille', 'Patchouli']"
Individuel  Montblanc,Montblanc,https://fimgs.net/mdimg/perfume/375x500.4193.jpg,for men,"{'sweet': 100.0, 'fruity': 98.9056, 'aromatic': 91.8993, 'warm spicy': 78.109, 'woody': 71.4067, 'fresh spicy': 70.2725, 'powdery': 61.1656, 'vanilla': 60.0629, 'cinnamon': 54.6541, 'lavender': 54.5283}","['Cinnamon', 'Lavender', 'Pineapple', 'Juniper Berries', 'Mint', 'Bergamot', 'Rosemary', 'Coriander', 'Cardamom']","['Orange Blossom', 'Violet', 'Geranium', 'Jasmine']","['Raspberry', 'Vanilla', 'Sandalwood', 'Dark Chocolate', 'Musk', 'Amber', 'Patchouli', 'Vetiver', 'Oakmoss']"
Amor Amor  Cacharel,Cacharel,https://fimgs.net/mdimg/perfume/375x500.238.jpg,for women,"{'citrus': 100.0, 'fruity': 91.8779, 'vanilla': 78.1843, 'aromatic': 58.0802, 'soft spicy': 57.9326, 'sweet': 57.4034, 'powdery': 55.6844, 'white floral': 53.1974, 'rose': 52.749, 'woody': 51.6548}","['Black Currant', 'Orange', 'Mandarin Orange', 'Grapefruit', 'Cassia', 'Bergamot']","['Rose', 'Apricot', 'Jasmine', 'Lily', 'Lily-of-the-Valley']","['Vanilla', 'Tonka Bean', 'Musk', 'Amber', 'Virginia Cedar']"
Un Bois Vanille  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.478.jpg,for women and men,"{'vanilla': 100.0, 'sweet': 70.9518, 'woody': 63.8285, 'coconut': 58.2144, 'powdery': 57.9774, 'soft spicy': 56.6221, 'balsamic': 49.6139, 'amber': 48.3039, 'beeswax': 48.1599, 'warm spicy': 46.3174}",[],"['Vanila', 'Coconut Milk', 'Black Licorice', 'Beeswax', 'Sandalwood', 'Tonka Bean', 'Bitter Almond', 'Guaiac Wood', 'Benzoin', 'Musk']",[]
Chance Eau de Toilette  Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.610.jpg,for women,"{'patchouli': 100.0, 'woody': 96.822, 'sweet': 92.9662, 'earthy': 91.4148, 'citrus': 91.3037, 'musky': 78.6348, 'fruity': 76.3944, 'soft spicy': 72.9112, 'aromatic': 67.8505, 'powdery': 67.5116}","['Patchouli', 'Pink Pepper', 'Pineapple', 'Hiacynth', 'iris']","['Lemon', 'Jasmine', 'Rose']","['Patchouli', 'Musk', 'Vetiver', 'Vanilla']"
Lacoste Pour Femme  Lacoste Fragrances,Lacoste Fragrances,https://fimgs.net/mdimg/perfume/375x500.669.jpg,for women,"{'floral': 100.0, 'powdery': 95.5074, 'woody': 78.8736, 'fresh spicy': 78.5504, 'warm spicy': 63.9107, 'leather': 60.9409, 'musky': 57.3909, 'violet': 53.5193, 'amber': 51.3881, 'vanilla': 46.927}","['Pepper', 'Freesia', 'Apple']","['Heliotrope', 'Violet', 'Jasmine', 'Hibiscus', 'Rose']","['Suede', 'Sandalwood', 'Incense', 'Cedar', 'Labdanum']"
Crystal Noir  Versace,Versace,https://fimgs.net/mdimg/perfume/375x500.631.jpg,for women,"{'warm spicy': 100.0, 'white floral': 76.3578, 'coconut': 70.2893, 'fresh spicy': 62.4662, 'lactonic': 58.3136, 'woody': 53.9702, 'powdery': 53.3445, 'sweet': 51.9547, 'aromatic': 48.1784, 'fresh': 46.5654}","['Pepper', 'Ginger', 'Cardamom']","['Coconut', 'Gardenia', 'Orange Blossom', 'Peony']","['Sandalwood', 'Musk', 'Amber']"
Pure Poison  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.214.jpg,for women,"{'white floral': 100.0, 'citrus': 65.1809, 'woody': 50.5705}","['Jasmine', 'Orange', 'Bergamot', 'Sicilian Mandarin']","['Gardenia', 'Orange Blossom']","['Sandalwood', 'White Amber', 'Cedar', 'White Musk']"
Pink Sugar  Aquolina,Aquolina,https://fimgs.net/mdimg/perfume/375x500.975.jpg,for women,"{'sweet': 100.0, 'caramel': 74.4851, 'vanilla': 54.1588, 'fruity': 48.5719, 'soft spicy': 47.6042, 'powdery': 47.1007}","['Raspberry', 'Orange', 'Bergamot', 'Fig Leaf']","['Cotton Candy', 'Licorice', 'Red Berries', 'Strawberry', 'Lily-of-the-Valley']","['Caramel', 'Vanilla', 'Musk', 'Tonka Bean', 'Sandalwood']"
Allure Homme Sport  Chanel,Chanel,https://fimgs.net/mdimg/perfume/375x500.607.jpg,for men,"{'citrus': 100.0, 'aromatic': 69.4052, 'vanilla': 67.61, 'aldehydic': 67.3933, 'marine': 64.3271, 'sweet': 58.1814, 'fresh spicy': 53.625, 'fresh': 51.9929, 'amber': 49.1301, 'powdery': 45.3094}","['Orange', 'Sea Notes', 'Aldehydes', 'Blood Mandarin']","['Pepper', 'Neroli', 'Cedar']","['Tonka Bean', 'Vanilla', 'White Musk', 'Amber', 'Vetiver', 'Elemi resin']"
Armani Code  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.412.jpg,for men,"{'citrus': 100.0, 'leather': 92.116, 'anis': 87.2184, 'soft spicy': 81.4966, 'floral': 80.6783, 'tobacco': 74.1979, 'sweet': 71.355, 'aromatic': 65.4419, 'vanilla': 63.6979, 'animalic': 61.058}","['Lemon', 'Bergamot']","['Star Anise', 'Olive Blossom', 'Guaiac Wood']","['Leather', 'Tonka Bean', 'Tobacco']"
DKNY Be Delicious  Donna Karan,Donna Karan,https://fimgs.net/mdimg/perfume/375x500.498.jpg,for women,"{'green': 100.0, 'fruity': 98.9037, 'aquatic': 94.9467, 'ozonic': 93.2944, 'fresh': 84.2072, 'citrus': 64.5063, 'white floral': 53.6849, 'fresh spicy': 51.1318, 'floral': 51.0373, 'woody': 45.5215}","['Cucumber', 'Grapefruit', 'Magnolia']","['Green Apple', 'Lily-of-the-Valley', 'Tuberose', 'Violet', 'Rose']","['Woodsy Notes', 'Sandalwood', 'Amber']"
Cheap & Chic I Love Love  Moschino,Moschino,https://fimgs.net/mdimg/perfume/375x500.728.jpg,for women,"{'citrus': 100.0, 'sweet': 46.6308, 'aromatic': 45.3303}","['Grapefruit', 'Orange', 'Lemon', 'Red Currant']","['Sugar Cane', 'Bulrush', 'Lily-of-the-Valley', 'Tea Rose', 'Cinnamon']","['Musk', 'Cedar', 'Woody Notes']"
Cinéma  Yves Saint Laurent,Yves Saint Laurent,https://fimgs.net/mdimg/perfume/375x500.92.jpg,for women,"{'floral': 100.0, 'vanilla': 75.5143, 'amber': 73.1229, 'sweet': 64.7164, 'citrus': 61.7035, 'powdery': 51.2958, 'fresh': 48.3397, 'white floral': 44.9559}","['Almond Blossom', 'Clementine', 'Cyclamen']","['Jasmine', 'Peony', 'Amaryllis']","['Vanilla', 'Amber', 'Benzoin', 'White Musk']"
Eau des Merveilles  Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.9.jpg,for women,"{'woody': 100.0, 'fresh spicy': 88.5806, 'aromatic': 87.8012, 'citrus': 83.5325, 'amber': 62.7797, 'conifer': 57.7621, 'fresh': 52.4593, 'earthy': 50.8165, 'balsamic': 47.1208, 'soft spicy': 46.2931}","['Orange', 'Elemi resin', 'Lemon']","['Amber', 'Pepper', 'Pink Pepper', 'Violet']","['Fir', 'Cedar', 'Madagascar Vetiver', 'Oakmoss']"
Hermessence Ambre Narguile  Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.2669.jpg,for women and men,"{'warm spicy': 100.0, 'sweet': 94.3377, 'amber': 83.515, 'vanilla': 82.5597, 'cinnamon': 79.0895, 'honey': 75.2912, 'rum': 57.2093, 'caramel': 56.9906, 'balsamic': 52.542, 'woody': 50.7839}",[],"['Cinnamon', 'Honey', 'Rum', 'Caramel', 'Tonka Bean', 'Vanilla', 'Benzoin', 'Coumarin', 'Labdanum', 'Sesame', 'White Orchid', 'Tobacco', 'Musk']",[]
212 Sexy  Carolina Herrera,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.306.jpg,for women,"{'sweet': 100.0, 'musky': 81.8792, 'powdery': 81.0033, 'soft spicy': 71.6437, 'vanilla': 70.5385, 'caramel': 61.266, 'floral': 58.8905, 'citrus': 57.6295, 'white floral': 55.8639, 'woody': 52.0027}","['Pink Pepper', 'Mandarin Orange', 'Bergamot']","['Cotton Candy', 'Gardenia', 'Flowers', 'Pelargonium', 'Rose']","['Vanilla', 'Musk', 'Sandalwood', 'Caramel', 'Patchouli', 'Violet']"
Timbuktu  L'Artisan Parfumeur,L'Artisan Parfumeur,https://fimgs.net/mdimg/perfume/375x500.1267.jpg,for women and men,"{'woody': 100.0, 'amber': 94.7621, 'warm spicy': 84.9368, 'aromatic': 69.0289, 'balsamic': 63.4675, 'earthy': 59.5748, 'smoky': 59.5339, 'sweet': 54.4986, 'tropical': 51.3535, 'patchouli': 47.2327}","['Mango', 'Pink Pepper', 'Cardamom']","['Incense', 'Papyrus', 'Karo Karounde']","['Vetiver', 'Myrhh', 'Patchouli', 'Benzoin']"
Today  Avon,Avon,https://fimgs.net/mdimg/perfume/375x500.808.jpg,for women,"{'white floral': 100.0, 'floral': 88.6987, 'tuberose': 64.3631, 'green': 52.8915, 'animalic': 49.0219, 'musky': 47.1075, 'citrus': 44.7839}","['Freesia', 'Cactus', 'Stephanotis']","['Tuberose', 'Orange Blossom', 'Hibiscus', 'Strelitzia', 'Buddleia']","['Musk', 'Water Notes', 'Woody Notes', 'Cedar', 'Rose']"
Eau de Parfum II Gucci Gucci,Gucci,https://fimgs.net/mdimg/perfume/375x500.685.jpg,for women,"{'fruity': 100.0, 'woody': 63.0562, 'floral': 55.6657, 'fresh': 54.9348, 'powdery': 48.5365, 'sweet': 48.4406, 'aromatic': 47.4631, 'soft spicy': 46.5765, 'violet': 44.5247, 'green': 44.2462}","['Black Currant', 'Red Berries', 'Cassia', 'Bitter Orange', 'Mandarin Orange']","['Blackberry', 'Peony', 'Violet', 'Freesia', 'Jasmine', 'Lily-of-the-Valley']","['Cedar', 'Musk', 'Heliotrope']"
Curious  Britney Spears,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.141.jpg,for women,"{'floral': 100.0, 'white floral': 65.2303, 'aquatic': 58.6801, 'fruity': 54.7276, 'sweet': 47.3307, 'tuberose': 46.9005, 'woody': 45.5119, 'citrus': 45.4035, 'fresh': 45.2613, 'powdery': 45.1969}","['Magnolia', 'Pear', 'Lotus']","['Jasmine', 'Tuberose', 'Cyclamen']","['Musk', 'Vanilla', 'White Woods', 'Sandalwood']"
(Amber) Prada Prada,Prada,https://fimgs.net/mdimg/perfume/375x500.1045.jpg,for women,"{'amber': 100.0, 'woody': 87.4923, 'warm spicy': 82.1954, 'patchouli': 72.6437, 'powdery': 60.023, 'vanilla': 58.4464, 'earthy': 58.3486, 'sweet': 55.7586, 'balsamic': 55.4559, 'floral': 51.6054}","['Tarragon', 'Bergamot', 'Green Notes', 'Fruity Notes']","['Honey', 'Carnation', 'Ylang-Ylang', 'Jasmine', 'Rose']","['Patchouli', 'Amber', 'Benzoin', 'Sandalwood', 'Vanilla', 'Oakmoss', 'Musk']"
L'Eau Bleue d'Issey Pour Homme  Issey Miyake,Issey Miyake,https://fimgs.net/mdimg/perfume/375x500.724.jpg,for men,"{'woody': 100.0, 'aromatic': 97.3065, 'fresh spicy': 78.4278, 'citrus': 54.0224, 'warm spicy': 46.2051}","['Rosemary', 'Lime', 'Orangewood', 'Mandarin Orange', 'Lemongrass']","['Cypress', 'Juniper Berries', 'Ginger', 'Lavender', 'Pink Pepper', 'May Rose', 'Star Anise', 'Nasturtium']","['Atlas Cedar', 'Patchouli', 'Oakmoss', 'Sandalwood', 'Amber', 'Ambrette (Musk Mallow)']"
Original Vetiver  Creed,Creed,https://fimgs.net/mdimg/perfume/375x500.468.jpg,for women and men,"{'citrus': 100.0, 'woody': 97.8287, 'aromatic': 84.2349, 'earthy': 61.5127, 'warm spicy': 59.7406, 'powdery': 57.1262, 'fresh spicy': 48.6602, 'green': 47.0372, 'musky': 46.4933, 'amber': 44.7387}","['Bergamot', 'Ginger', 'Mandarin Orange']","['Haitian Vetiver', 'Sandalwood', 'iris']","['Musk', 'Ambergris']"
John Varvatos John Varvatos,John Varvatos,https://fimgs.net/mdimg/perfume/375x500.2355.jpg,for men,"{'fruity': 100.0, 'sweet': 83.3509, 'woody': 79.3836, 'leather': 79.294, 'warm spicy': 66.9547, 'animalic': 58.1033, 'aromatic': 54.4678, 'amber': 54.0253, 'fresh spicy': 51.96, 'cinnamon': 51.391}",[],"['Leather', 'Amber', 'Tamarind', 'Dates', 'Vanilla', 'Balsam Fir', 'Herbal Notes', 'Caramel', 'Hay', 'Olibanum', 'Agarwood (Oud)', 'Styrax']",[]
L'Instant de  pour Homme Guerlain Guerlain,Guerlain,https://fimgs.net/mdimg/perfume/375x500.52.jpg,for men,"{'citrus': 100.0, 'woody': 87.7866, 'warm spicy': 84.5865, 'cacao': 80.5579, 'aromatic': 65.3906, 'anis': 59.9182, 'patchouli': 59.1134, 'powdery': 57.911, 'fresh spicy': 57.0873, 'musky': 55.8376}","['Lemon', 'Bergamot', 'Anise', 'Grapefruit', 'Jasmine']","['Cacao', 'Patchouli', 'Sandalwood', 'Tea', 'Cedar', 'Lavender']","['Natural Musk', 'Hibiscus Seed', 'Elemi resin']"
Brit for Men Burberry Burberry,Burberry,https://fimgs.net/mdimg/perfume/375x500.1115.jpg,for men,"{'warm spicy': 100.0, 'rose': 71.5797, 'woody': 68.4426, 'citrus': 65.9836, 'fresh spicy': 54.0313, 'aromatic': 53.1446, 'vanilla': 48.6215, 'floral': 47.9322, 'musky': 46.0209, 'powdery': 44.5678}","['Ginger', 'Cardamom', 'Green Mandarin', 'Bergamot']","['Wild Rose', 'Nutmeg', 'Cedar', 'Spicy Notes']","['Tonka Bean', 'Cedar', 'Gray Musk', 'Oriental Woodsy notes', 'Patchouli']"
Envy Me  Gucci,Gucci,https://fimgs.net/mdimg/perfume/375x500.682.jpg,for women,"{'fruity': 100.0, 'fresh': 94.3564, 'floral': 87.6694, 'rose': 85.5433, 'sweet': 71.3884, 'tropical': 70.1284, 'woody': 53.4077, 'soft spicy': 52.3906, 'musky': 50.8812}","['Peony', 'Pink Pepper', 'Pineapple', 'Jasmine', 'Mango', 'Peach', 'Cassia']","['Peony', 'Litchi', 'Rose', 'Pomegranate', 'Musk', 'White Tea', 'Jasmine']","['Musk', 'Tobacco', 'Teak Wood', 'Sandalwood', 'Tonka Bean']"
Bois d'Argent  Christian Dior,Christian Dior,https://fimgs.net/mdimg/perfume/375x500.1377.jpg,for women and men,"{'woody': 100.0, 'amber': 98.5006, 'powdery': 70.7186, 'iris': 70.274, 'sweet': 61.5915, 'aromatic': 60.7983, 'honey': 59.4645, 'balsamic': 56.8929, 'vanilla': 51.8805, 'warm spicy': 50.2852}","['iris', 'Cypress', 'Juniper Berries']","['Myrhh', 'Patchouli']","['Woodsy Notes', 'Honey', 'Vanilla', 'resins', 'Amber', 'Musk', 'Leather']"
2 Man Comme des Garcons Comme des Garcons,Comme des Garcons,https://fimgs.net/mdimg/perfume/375x500.391.jpg,for men,"{'woody': 100.0, 'smoky': 87.923, 'amber': 85.1769, 'aromatic': 83.5023, 'warm spicy': 68.9985, 'leather': 66.4014, 'fresh spicy': 65.4648, 'earthy': 61.9736, 'balsamic': 60.6538, 'aldehydic': 57.3188}","['Aldehydes', 'Nutmeg', 'Caraway', 'Kumquat', 'Mint']","['Vetiver', 'Saffron', 'iris']","['Incense', 'Mahogany', 'Leather']"
Hermessence Vetiver Tonka  Hermès,Hermès,https://fimgs.net/mdimg/perfume/375x500.2672.jpg,for women and men,"{'woody': 100.0, 'sweet': 94.0479, 'aromatic': 81.6203, 'nutty': 65.538, 'earthy': 62.2808, 'vanilla': 59.1788, 'tobacco': 58.2094, 'amber': 52.8002, 'caramel': 49.3879, 'warm spicy': 44.1532}",[],"['vetyver', 'Tonka Bean', 'Hazelnut', 'Tobacco', 'Praline', 'Caramel', 'Sandalwood', 'Lily-of-the-Valley']",[]
Original Musk  Kiehl's,Kiehl's,https://fimgs.net/mdimg/perfume/375x500.6188.jpg,for women and men,"{'musky': 100.0, 'white floral': 88.4051, 'sweet': 68.893, 'citrus': 68.6778, 'powdery': 66.3851, 'yellow floral': 58.4492, 'woody': 55.1841, 'animalic': 50.0829, 'patchouli': 49.9332, 'rose': 49.3061}","['Orange Blossom', 'Bergamot']","['Ylang-Ylang', 'Lily', 'Neroli', 'Rose']","['Musk', 'Tonka Bean', 'Patchouli']"
Daim Blond  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.595.jpg,for women and men,"{'powdery': 100.0, 'musky': 78.2987, 'leather': 68.1005, 'iris': 58.0431, 'fruity': 57.2892, 'floral': 47.7827, 'sweet': 45.2974, 'lactonic': 45.2269, 'violet': 44.0215}",[],"['Suede', 'Apricot', 'iris', 'Musk', 'Heliotrope', 'Cardamon', 'Hawthorn', 'Daim']",[]
Armani Mania  Giorgio Armani,Giorgio Armani,https://fimgs.net/mdimg/perfume/375x500.415.jpg,for women,"{'citrus': 100.0, 'woody': 99.3708, 'powdery': 94.9408, 'floral': 91.9613, 'soft spicy': 79.3998, 'vanilla': 77.0672, 'fresh spicy': 76.1622, 'musky': 71.484, 'sweet': 67.3251, 'amber': 58.2266}","['Pink Pepper', 'Bay Leaf', 'Orange', 'Green Mandarin', 'Black Currant']","['Magnolia', 'Peony', 'iris', 'Lily-of-the-Valley']","['Vanilla', 'White Sandalwood', 'Amber', 'Musk', 'Virginia Cedar']"
Bogart Pour Homme  Jacques Bogart,Jacques Bogart,https://fimgs.net/mdimg/perfume/375x500.7793.jpg,for men,"{'woody': 100.0, 'vanilla': 90.5467, 'aromatic': 86.3559, 'lavender': 85.3034, 'white floral': 81.2849, 'patchouli': 81.0935, 'sweet': 79.0555, 'amber': 73.2476, 'warm spicy': 72.8458, 'earthy': 69.3247}","['Lavender', 'Bergamot']","['Orange Blossom', 'Rose', 'Lily-of-the-Valley']","['Tonka Bean', 'Patchouli', 'Cedar', 'Oakmoss', 'Musk']"
Vetiver Oriental  Serge Lutens,Serge Lutens,https://fimgs.net/mdimg/perfume/375x500.469.jpg,for women and men,"{'woody': 100.0, 'earthy': 70.2157, 'amber': 66.3672, 'powdery': 57.4503, 'aromatic': 53.6249, 'chocolate': 51.5073, 'mossy': 50.8076, 'warm spicy': 50.0342, 'iris': 47.0328, 'musky': 44.3075}",[],"['Vetiver', 'Dark Chocolate', 'Amber', 'Oakmoss', 'Guaiac Wood', 'iris', 'Sandalwood', 'Labdanum', 'Musk']",[]
Fantomas  Nasomatto,Nasomatto,https://fimgs.net/mdimg/perfume/375x500.62775.jpg,for women and men,"{'smoky': 100.0, 'sweet': 81.5333, 'plastic': 78.3333, 'ozonic': 66.1666, 'fruity': 64.5, 'aquatic': 61.0, 'fresh': 59.4667, 'earthy': 57.5333, 'rubber': 54.0, 'caramel': 52.0}",[],"['Melon', 'Plastic', 'Rubber', 'gunpowder', 'Smoke', 'Sweet Notes', 'Earthy Notes', 'Tropical fruit', 'Caramel', 'Cashmeran', 'Patchouli']",[]
Coco Teenage Girl  Disney,Disney,https://fimgs.net/mdimg/perfume/375x500.54315.jpg,for women,"{'honey': 100.0, 'sweet': 93.6364, 'fruity': 68.1818, 'white floral': 58.6364, 'floral': 56.0909, 'citrus': 55.4546}","['Raspberry', 'Bitter Orange', 'Neroli']","['Jasmine', 'Orange Blossom']","['Honey', 'Patchouli']"
Porpora  Tiziana Terenzi,Tiziana Terenzi,https://fimgs.net/mdimg/perfume/375x500.44356.jpg,for women and men,"{'amber': 100.0, 'warm spicy': 81.1179, 'rose': 73.1547, 'balsamic': 63.3308, 'sweet': 54.7779, 'smoky': 52.9097, 'floral': 51.0414, 'patchouli': 50.5207, 'fruity': 48.2236, 'woody': 45.1761}","['Rose', 'Raspberry', 'Cloves', 'Cinnamon']","['Bulgarian Rose', 'Incense', 'Patchouli', 'Poppy']","['Myrrh', 'Musk', 'Amber', 'Benzoin', 'Chestnut']"
Remarkable People  Etat Libre d'Orange,Etat Libre d'Orange,https://fimgs.net/mdimg/perfume/375x500.30504.jpg,for women and men,"{'warm spicy': 100.0, 'citrus': 94.6437, 'woody': 73.8846, 'aromatic': 63.1295, 'Champagne': 62.1377, 'amber': 61.8826, 'fresh spicy': 60.4231, 'aldehydic': 55.499, 'balsamic': 51.4534, 'white floral': 44.17}","['Grapefruit', 'Champagne', 'Cardamom']","['Curry Tree', 'Black Pepper', 'Jasmine']","['Sandalwood', 'Lorenox', 'Labdanum']"
Vanilla Dry  1907,1907,https://fimgs.net/mdimg/perfume/375x500.64042.jpg,for women and men,"{'woody': 100.0, 'vanilla': 88.4659, 'yellow floral': 85.6818, 'sweet': 84.8863, 'powdery': 78.5227, 'white floral': 77.7273, 'warm spicy': 49.0909, 'balsamic': 47.8977, 'citrus': 46.1477, 'musky': 45.9091}","['Ylang-Ylang', 'Mandarin Orange', 'Orange']","['Tiare Flower', 'Jasmine', 'Lily-of-the-Valley']","['Vanilla', 'Sandalwood', 'White Musk', 'Coconut']"
Kim Kardashian Kim Kardashian,Kim Kardashian,https://fimgs.net/mdimg/perfume/375x500.7281.jpg,for women,"{'white floral': 100.0, 'tuberose': 51.4029, 'animalic': 44.9892}","['Honeysuckle', 'African Orange flower', 'Mandarin Orange']","['Gardenia', 'Tuberose', 'Jasmine', 'Spices']","['Tonka Bean', 'Musk', 'Sandalwood', 'Orchid', 'Woodsy Notes']"
Fantasy Intense  Britney Spears,Britney Spears,https://fimgs.net/mdimg/perfume/375x500.65394.jpg,for women,"{'sweet': 100.0, 'patchouli': 58.5068, 'woody': 58.5068, 'fruity': 57.8733, 'white floral': 49.0045, 'chocolate': 46.4706, 'tropical': 45.5204, 'earthy': 45.2036, 'powdery': 44.8869, 'warm spicy': 44.2534}","['Kiwi', 'Litchi', 'Pear']","['White Chocolate', 'Cupcake', 'Jasmine', 'Orchid']","['Patchouli', 'Musk', 'Orris', 'Woodsy Notes']"
Ocean  Demeter Fragrance,Demeter Fragrance,https://fimgs.net/mdimg/perfume/375x500.14709.jpg,for women and men,"{'marine': 100.0, 'salty': 87.7027, 'aromatic': 61.8711, 'sand': 56.9231, 'aquatic': 45.9355}",[],"['Sea water', 'Salt', 'Sand']",[]
Cortigiana  Il Profvmo,Il Profvmo,https://fimgs.net/mdimg/perfume/375x500.32828.jpg,for women,"{'cherry': 100.0, 'floral': 90.8039, 'sweet': 84.9706, 'almond': 74.8138, 'fresh': 70.6275, 'vanilla': 69.8039, 'nutty': 68.0882, 'green': 62.9412, 'iris': 61.5686, 'fruity': 61.1569}","['Cherry', 'Wildflowers']","['Vanilla', 'Almond']","['Herbal Notes', 'iris']"
Blue Seduction  Antonio Banderas,Antonio Banderas,https://fimgs.net/mdimg/perfume/375x500.3751.jpg,for women,"{'fruity': 100.0, 'fresh': 82.6347, 'sweet': 79.7515, 'aquatic': 79.1466, 'white floral': 76.4146, 'ozonic': 73.8387, 'citrus': 66.002, 'floral': 63.4969, 'rose': 56.582, 'patchouli': 52.8765}","['Melon', 'Bergamot', 'Pear', 'Violet Leaf']","['Peony', 'Jasmine', 'Lily-of-the-Valley', 'Gardenia', 'Bulgarian Rose']","['Raspberry', 'Patchouli', 'Musk', 'Benzoin']"
Love  Chloé,Chloé,https://fimgs.net/mdimg/perfume/375x500.9370.jpg,for women,"{'powdery': 100.0, 'floral': 75.568, 'iris': 57.2378, 'musky': 50.8918, 'green': 45.9398, 'sweet': 44.3016}","['Pink Pepper', 'African Orange flower']","['iris', 'Lilac', 'Hyacinth', 'Heliotrope', 'Wisteria']","['Powdery Notes', 'Rice', 'Musk']"
Pardon  Nasomatto,Nasomatto,https://fimgs.net/mdimg/perfume/375x500.12130.jpg,for men,"{'warm spicy': 100.0, 'oud': 84.7421, 'chocolate': 74.6538, 'woody': 66.3753, 'sweet': 63.8308, 'floral': 60.0141, 'cinnamon': 57.2367, 'vanilla': 50.1318, 'powdery': 48.1876, 'cacao': 46.7452}","['Magnolia', 'Flowers']","['Dark Chocolate', 'Tonka Bean', 'Cinnamon']","['Agarwood (Oud)', 'Sandalwood']"
Warm Black  Zara,Zara,https://fimgs.net/mdimg/perfume/375x500.62359.jpg,for men,"{'vanilla': 100.0, 'warm spicy': 57.6046, 'sweet': 53.1939, 'amber': 47.6806}",['Ginger'],['Vanilla'],['Tonka Bean']
